id,genre
256683,Urban Fantasy
256683,Fiction
256683,Young Adult
256683,Angels
375802,Adventure
375802,Dystopia
375802,Fantasy
375802,Classics
375802,Audiobook
375802,Fiction
375802,Science Fiction
375802,Young Adult
375802,War
375802,Science Fiction Fantasy
4667024,Chick Lit
4667024,Book Club
4667024,Historical Fiction
4667024,Classics
4667024,Adult
4667024,Historical
4667024,Fiction
4667024,Audiobook
4667024,Womens Fiction
4667024,Adult Fiction
4667024,Contemporary
8127,Coming Of Age
8127,Canada
8127,Historical Fiction
8127,Classics
8127,Cultural
8127,Middle Grade
8127,Historical
8127,Fiction
8127,Audiobook
8127,Young Adult
8127,Childrens
3,Adventure
3,Fantasy
3,Magic
3,Classics
3,Middle Grade
3,Fiction
3,Audiobook
3,Young Adult
3,Childrens
3,Science Fiction Fantasy
157993,Fantasy
157993,Cultural
157993,Classics
157993,European Literature
157993,Fiction
157993,Middle Grade
157993,Literature
157993,Young Adult
157993,French Literature
157993,France
157993,Philosophy
157993,Childrens
24178,Juvenile
24178,Fantasy
24178,Classics
24178,Middle Grade
24178,Fiction
24178,Academic
24178,Chapter Books
24178,Young Adult
24178,Animals
24178,School
24178,Childrens
890,American
890,Read For School
890,Historical Fiction
890,Classics
890,Historical
890,Academic
890,Fiction
890,Literature
890,Novels
890,High School
890,Young Adult
890,Classic Literature
890,School
18619684,Romance
18619684,Chick Lit
18619684,Fantasy
18619684,Magical Realism
18619684,Adult
18619684,Fiction
18619684,Womens Fiction
18619684,Science Fiction
18619684,Adult Fiction
18619684,Time Travel
18619684,Contemporary
17245,Vampires
17245,Fantasy
17245,Paranormal
17245,Supernatural
17245,Classics
17245,Audiobook
17245,Fiction
17245,Horror
17245,Literature
17245,Gothic
5129,Dystopia
5129,Fantasy
5129,Philosophy
5129,Classics
5129,Fiction
5129,Academic
5129,Science Fiction
5129,Literature
5129,Novels
5129,School
5129,Science Fiction Fantasy
320,Magical Realism
320,Fantasy
320,Historical Fiction
320,Classics
320,Cultural
320,European Literature
320,Fiction
320,Historical
320,Literature
320,Novels
320,Latin American
320,Literary Fiction
320,Spanish Literature
5107,Coming Of Age
5107,American
5107,Read For School
5107,Classics
5107,Academic
5107,Fiction
5107,Literature
5107,Novels
5107,High School
5107,Young Adult
5107,School
21787,Adventure
21787,Romance
21787,Fantasy
21787,Fairy Tales
21787,Classics
21787,Fiction
21787,Young Adult
21787,Comedy
21787,Humor
21787,Science Fiction Fantasy
28187,Adventure
28187,Greek Mythology
28187,Fantasy
28187,Magic
28187,Middle Grade
28187,Fiction
28187,Mythology
28187,Urban Fantasy
28187,Young Adult
28187,Childrens
2998,Fantasy
2998,Historical Fiction
2998,Classics
2998,Middle Grade
2998,Historical
2998,Fiction
2998,Audiobook
2998,Literature
2998,Young Adult
2998,Childrens
128029,Drama
128029,Historical Fiction
128029,Adult
128029,Historical
128029,Fiction
128029,Novels
128029,Literature
128029,War
128029,Adult Fiction
128029,Contemporary
33574273,Adventure
33574273,Fantasy
33574273,Time Travel
33574273,Classics
33574273,Middle Grade
33574273,Fiction
33574273,Science Fiction
33574273,Young Adult
33574273,Childrens
33574273,Science Fiction Fantasy
13496,Adventure
13496,Dragons
13496,Fantasy
13496,Epic Fantasy
13496,Epic
13496,Adult
13496,Fiction
13496,High Fantasy
13496,Audiobook
13496,Science Fiction Fantasy
2956,Adventure
2956,American
2956,Read For School
2956,Historical Fiction
2956,Classics
2956,Historical
2956,Fiction
2956,Academic
2956,Literature
2956,Novels
2956,Young Adult
2956,School
12232938,Thriller
12232938,Drama
12232938,Fantasy
12232938,Adult
12232938,Fiction
12232938,Mystery
12232938,Young Adult
12232938,Crime
12232938,Adult Fiction
12232938,Contemporary
231804,Teen
231804,Realistic Fiction
231804,Coming Of Age
231804,Read For School
231804,Historical Fiction
231804,Classics
231804,Academic
231804,Fiction
231804,Historical
231804,Young Adult
231804,School
231804,Contemporary
19543,Folklore
19543,Adventure
19543,Fantasy
19543,Classics
19543,Kids
19543,Fiction
19543,Young Adult
19543,Monsters
19543,Animals
19543,Picture Books
19543,Childrens
23772,Poetry
23772,Fantasy
23772,Classics
23772,Kids
23772,Food
23772,Fiction
23772,Young Adult
23772,Food and Drink
23772,Picture Books
23772,Humor
23772,Childrens
1381,Adventure
1381,Poetry
1381,Fantasy
1381,Read For School
1381,Historical Fiction
1381,Classics
1381,Mythology
1381,Fiction
1381,Academic
1381,Literature
1381,Historical
1381,School
4214,Adventure
4214,Fantasy
4214,Magical Realism
4214,Cultural
4214,Classics
4214,Fiction
4214,Novels
4214,Literature
4214,India
4214,Philosophy
4214,Contemporary
1953,Historical Fiction
1953,Classics
1953,European Literature
1953,Historical
1953,Fiction
1953,Academic
1953,Literature
1953,Novels
1953,Classic Literature
1953,British Literature
1953,School
1953,19th Century
43641,Romance
43641,Book Club
43641,Historical Fiction
43641,Adult
43641,Historical
43641,Fiction
43641,Novels
43641,Animals
43641,Adult Fiction
43641,Contemporary
7604,Romance
7604,Russian Literature
7604,Cultural
7604,Classics
7604,Adult
7604,Fiction
7604,Russia
7604,Novels
7604,Literature
7604,Literary Fiction
7604,20th Century
4981,American
4981,Fantasy
4981,Humor
4981,Classics
4981,Adult
4981,Historical
4981,Academic
4981,Novels
4981,Literature
4981,Literary Fiction
4981,War
4981,School
35031085,Fantasy
35031085,Classics
35031085,Horror
35031085,Fiction
35031085,Academic
35031085,Science Fiction
35031085,Literature
35031085,Novels
35031085,Gothic
35031085,School
35031085,19th Century
77203,Drama
77203,Historical Fiction
77203,Classics
77203,Adult
77203,Historical
77203,Fiction
77203,Novels
77203,Literature
77203,Adult Fiction
77203,Contemporary
38447,Feminism
38447,Dystopia
38447,Fantasy
38447,Classics
38447,Adult
38447,Fiction
38447,Audiobook
38447,Science Fiction
38447,Literature
38447,Novels
3636,Dystopia
3636,Fantasy
3636,Read For School
3636,Classics
3636,Middle Grade
3636,Fiction
3636,Academic
3636,Science Fiction
3636,Young Adult
3636,School
3636,Childrens
168668,American
168668,Humor
168668,Historical Fiction
168668,Classics
168668,Unfinished
168668,Historical
168668,Fiction
168668,Literature
168668,Novels
168668,War
44767458,Adventure
44767458,Fantasy
44767458,Classics
44767458,Audiobook
44767458,Fiction
44767458,Adult
44767458,Science Fiction
44767458,Space Opera
44767458,Novels
44767458,Space
44767458,Science Fiction Fantasy
5043,Fantasy
5043,Historical Fiction
5043,Classics
5043,Audiobook
5043,Fiction
5043,Historical
5043,European Literature
5043,Novels
5043,Adult
5043,Medieval
5043,British Literature
149267,Thriller
149267,Dystopia
149267,Fantasy
149267,Classics
149267,Apocalyptic
149267,Fiction
149267,Horror
149267,Audiobook
149267,Science Fiction
149267,Post Apocalyptic
3590,Thriller
3590,Adventure
3590,Detective
3590,Short Stories
3590,Mystery Thriller
3590,Classics
3590,Audiobook
3590,Fiction
3590,Literature
3590,Mystery
3590,Crime
76620,Adventure
76620,Fantasy
76620,Classics
76620,Audiobook
76620,Fiction
76620,Literature
76620,Novels
76620,Young Adult
76620,Animals
76620,Childrens
2623,Historical Fiction
2623,Classics
2623,European Literature
2623,Historical
2623,Fiction
2623,Academic
2623,Literature
2623,Novels
2623,Classic Literature
2623,Victorian
2623,British Literature
2623,School
2623,19th Century
1934,Romance
1934,Historical Fiction
1934,Classics
1934,Historical
1934,Fiction
1934,Literature
1934,Classic Literature
1934,Novels
1934,Young Adult
1934,Childrens
136251,Adventure
136251,Fantasy
136251,Magic
136251,Classics
136251,Audiobook
136251,Fiction
136251,Middle Grade
136251,Young Adult
136251,Childrens
136251,Science Fiction Fantasy
6514,Feminism
6514,Health
6514,Poetry
6514,Classics
6514,Adult
6514,Fiction
6514,Psychology
6514,Literature
6514,Novels
6514,Mental Health
6514,Mental Illness
332613,Health
332613,American
332613,Classics
332613,Psychology
332613,Fiction
332613,Academic
332613,Novels
332613,Literature
332613,Mental Health
332613,School
332613,Mental Illness
332613,Contemporary
15823480,Romance
15823480,Russian Literature
15823480,Cultural
15823480,Classics
15823480,Historical Fiction
15823480,Fiction
15823480,Russia
15823480,Historical
15823480,Literature
15823480,Novels
15823480,Classic Literature
15823480,19th Century
10964,Romance
10964,Scotland
10964,Fantasy
10964,Historical Fiction
10964,Cultural
10964,Adult
10964,Fiction
10964,Historical
10964,Audiobook
10964,Science Fiction
10964,Historical Romance
10964,Time Travel
10917,Chick Lit
10917,Drama
10917,Realistic Fiction
10917,Womens Fiction
10917,Fiction
10917,Adult
10917,Novels
10917,Young Adult
10917,Family
10917,Adult Fiction
10917,Contemporary
39988,Juvenile
39988,Fantasy
39988,Magic
39988,Classics
39988,Middle Grade
39988,Fiction
39988,Audiobook
39988,Young Adult
39988,Humor
39988,Childrens
3263607,Adventure
3263607,Fantasy
3263607,Magic
3263607,Classics
3263607,Epic Fantasy
3263607,Fiction
3263607,High Fantasy
3263607,Novels
3263607,Young Adult
3263607,Science Fiction Fantasy
2429135,Thriller
2429135,Suspense
2429135,Mystery Thriller
2429135,Adult
2429135,Fiction
2429135,Novels
2429135,Mystery
2429135,Crime
2429135,Adult Fiction
2429135,Contemporary
17899948,Thriller
17899948,Romance
17899948,Suspense
17899948,Mystery Thriller
17899948,Historical Fiction
17899948,Classics
17899948,Adult
17899948,Fiction
17899948,Historical
17899948,Mystery
17899948,Gothic
40961427,Dystopia
40961427,Fantasy
40961427,Politics
40961427,Classics
40961427,Adult
40961427,Fiction
40961427,Academic
40961427,Science Fiction
40961427,Literature
40961427,Novels
40961427,School
52892857,Feminism
52892857,Historical Fiction
52892857,Classics
52892857,Cultural
52892857,Adult
52892857,Historical
52892857,Fiction
52892857,Literature
52892857,Novels
52892857,LGBT
52892857,African American
14891,Coming Of Age
14891,Book Club
14891,Historical Fiction
14891,Classics
14891,Historical
14891,Fiction
14891,Literature
14891,Novels
14891,Young Adult
14891,New York
41817486,Thriller
41817486,Dystopia
41817486,Classics
41817486,Fiction
41817486,Horror
41817486,Science Fiction
41817486,Literature
41817486,Novels
41817486,Mystery
41817486,Modern Classics
41817486,Crime
6288,Dystopia
6288,Classics
6288,Apocalyptic
6288,Fiction
6288,Horror
6288,Science Fiction
6288,Literature
6288,Novels
6288,Post Apocalyptic
6288,Contemporary
4934,Russian Literature
4934,Cultural
4934,Classics
4934,Fiction
4934,Russia
4934,Literature
4934,Novels
4934,Classic Literature
4934,Religion
4934,Philosophy
4934,19th Century
252577,Biography
252577,Memoir
252577,Autobiography
252577,Cultural
252577,Classics
252577,European Literature
252577,History
252577,Nonfiction
252577,Irish Literature
252577,Historical
252577,Ireland
252577,Biography Memoir
345627,Romance
345627,Vampires
345627,Fantasy
345627,Paranormal
345627,Magic
345627,Supernatural
345627,Urban Fantasy
345627,Fiction
345627,Paranormal Romance
345627,Young Adult
52036,Historical Fiction
52036,Classics
52036,European Literature
52036,Fiction
52036,Buddhism
52036,Historical
52036,Literature
52036,Novels
52036,Religion
52036,Spirituality
52036,Philosophy
52036,German Literature
7244,Cultural
7244,Historical Fiction
7244,Classics
7244,Historical
7244,Fiction
7244,Literature
7244,Novels
7244,Religion
7244,Literary Fiction
7244,Adult Fiction
7244,Africa
119322,Adventure
119322,Fantasy
119322,Steampunk
119322,Classics
119322,Middle Grade
119322,Fiction
119322,Science Fiction
119322,Young Adult
119322,Childrens
119322,Science Fiction Fantasy
3836,Adventure
3836,Historical Fiction
3836,Classics
3836,Cultural
3836,European Literature
3836,Fiction
3836,Historical
3836,Spain
3836,Literature
3836,Novels
3836,Classic Literature
3836,Humor
3836,Spanish Literature
662,Dystopia
662,Politics
662,Classics
662,Economics
662,Audiobook
662,Fiction
662,Literature
662,Science Fiction
662,Novels
662,Philosophy
5,Adventure
5,Fantasy
5,Magic
5,Classics
5,Middle Grade
5,Fiction
5,Audiobook
5,Young Adult
5,Childrens
5,Science Fiction Fantasy
2165,Adventure
2165,American
2165,Classics
2165,Fiction
2165,Academic
2165,Novels
2165,Literature
2165,Classic Literature
2165,Literary Fiction
2165,20th Century
2165,School
33648131,Chick Lit
33648131,Romance
33648131,Drama
33648131,Womens Fiction
33648131,Fiction
33648131,Adult
33648131,Contemporary Romance
33648131,Love
33648131,Novels
33648131,Adult Fiction
33648131,Contemporary
99107,Juvenile
99107,Fantasy
99107,Classics
99107,Audiobook
99107,Fiction
99107,Middle Grade
99107,Young Adult
99107,Animals
99107,Picture Books
99107,Childrens
23919,Poetry
23919,Short Stories
23919,Fantasy
23919,Classics
23919,Fiction
23919,Horror
23919,Literature
23919,Classic Literature
23919,Mystery
23919,Gothic
43763,Vampires
43763,Fantasy
43763,Paranormal
43763,Supernatural
43763,Classics
43763,Historical Fiction
43763,Fiction
43763,Horror
43763,Urban Fantasy
43763,Historical
43763,Gothic
4473,Coming Of Age
4473,American
4473,Historical Fiction
4473,Classics
4473,Fiction
4473,Historical
4473,Literature
4473,Novels
4473,Young Adult
4473,Literary Fiction
4473,Adult Fiction
4473,Contemporary
153747,Adventure
153747,American
153747,Historical Fiction
153747,Classics
153747,Unfinished
153747,Fiction
153747,Historical
153747,Novels
153747,Literature
153747,Classic Literature
153747,19th Century
4989,Feminism
4989,Book Club
4989,Historical Fiction
4989,Adult
4989,Fiction
4989,Historical
4989,Novels
4989,Religion
4989,Womens
4989,Adult Fiction
37435,Chick Lit
37435,Coming Of Age
37435,Historical Fiction
37435,Classics
37435,Adult
37435,Historical
37435,Fiction
37435,Womens Fiction
37435,Young Adult
37435,Adult Fiction
37435,Contemporary
6,Adventure
6,Fantasy
6,Magic
6,Classics
6,Audiobook
6,Fiction
6,Middle Grade
6,Young Adult
6,Childrens
6,Science Fiction Fantasy
7171637,Romance
7171637,Vampires
7171637,Fantasy
7171637,Paranormal
7171637,Historical Fiction
7171637,Steampunk
7171637,Historical
7171637,Fiction
7171637,Urban Fantasy
7171637,Science Fiction
7171637,Young Adult
7171637,Angels
1,Adventure
1,Fantasy
1,Magic
1,Classics
1,Audiobook
1,Fiction
1,Middle Grade
1,Young Adult
1,Childrens
1,Science Fiction Fantasy
16299,Thriller
16299,Suspense
16299,Mystery Thriller
16299,Classics
16299,Audiobook
16299,Fiction
16299,Adult
16299,Novels
16299,Mystery
16299,Crime
2187,Queer
2187,Historical Fiction
2187,Classics
2187,Adult
2187,Historical
2187,Fiction
2187,Novels
2187,Literature
2187,GLBT
2187,Literary Fiction
2187,LGBT
2187,Contemporary
49552,Literary Fiction
49552,Cultural
49552,Classics
49552,School
49552,European Literature
49552,Fiction
49552,Academic
49552,Literature
49552,Novels
49552,French Literature
49552,France
49552,20th Century
49552,Philosophy
117833,Russian Literature
117833,Fantasy
117833,Magical Realism
117833,Cultural
117833,Classics
117833,Historical Fiction
117833,Fiction
117833,Russia
117833,Historical
117833,Literature
117833,Novels
117833,20th Century
186074,Adventure
186074,Fantasy
186074,Magic
186074,Epic Fantasy
186074,Epic
186074,Adult
186074,Fiction
186074,High Fantasy
186074,Audiobook
186074,Science Fiction Fantasy
11588,Thriller
11588,Fantasy
11588,Paranormal
11588,Suspense
11588,Classics
11588,Adult
11588,Fiction
11588,Horror
11588,Novels
11588,Mystery
24583,Adventure
24583,American
24583,Historical Fiction
24583,Classics
24583,Historical
24583,Fiction
24583,Academic
24583,Literature
24583,Novels
24583,Young Adult
24583,School
24583,Childrens
113436,Adventure
113436,Dragons
113436,Fantasy
113436,Magic
113436,Fiction
113436,High Fantasy
113436,Young Adult
113436,Young Adult Fantasy
113436,Childrens
113436,Science Fiction Fantasy
6310,Adventure
6310,Juvenile
6310,Fantasy
6310,Classics
6310,Middle Grade
6310,Fiction
6310,Novels
6310,Young Adult
6310,Humor
6310,Childrens
36576608,Read For School
36576608,Classics
36576608,Adult
36576608,Fiction
36576608,Psychology
36576608,Academic
36576608,Science Fiction
36576608,Literature
36576608,Novels
36576608,Young Adult
36576608,School
70401,Adventure
70401,American
70401,Unfinished
70401,Classics
70401,Fiction
70401,Novels
70401,Travel
70401,Literature
70401,20th Century
70401,Modern Classics
485894,Short Stories
485894,Fantasy
485894,Classics
485894,School
485894,European Literature
485894,Fiction
485894,Academic
485894,Horror
485894,Literature
485894,Novels
485894,Philosophy
485894,German Literature
99561,Teen
99561,Romance
99561,Realistic Fiction
99561,Coming Of Age
99561,Fiction
99561,High School
99561,Young Adult
99561,Mystery
99561,Young Adult Contemporary
99561,Contemporary
1232,Fantasy
1232,Magical Realism
1232,Historical Fiction
1232,Cultural
1232,European Literature
1232,Historical
1232,Fiction
1232,Spain
1232,Books About Books
1232,Writing
1232,Mystery
1232,Gothic
1232,Spanish Literature
1618,Realistic Fiction
1618,Classics
1618,Fiction
1618,Psychology
1618,Novels
1618,Literature
1618,Mystery
1618,Young Adult
1618,Adult Fiction
1618,Contemporary
4948,Counting
4948,Mathematics
4948,Classics
4948,Storytime
4948,Food
4948,Fiction
4948,Kids
4948,Science
4948,Number
4948,Food and Drink
4948,Animals
4948,Picture Books
4948,Childrens
6900,Biography
6900,Memoir
6900,Autobiography
6900,Classics
6900,Adult
6900,Nonfiction
6900,Biography Memoir
6900,Self Help
6900,Inspirational
6900,Philosophy
6900,Contemporary
9717,Romance
9717,Czech Literature
9717,Classics
9717,European Literature
9717,Fiction
9717,Novels
9717,Literature
9717,Literary Fiction
9717,20th Century
9717,Philosophy
9717,Contemporary
119073,Historical Fiction
119073,Classics
119073,Italian Literature
119073,European Literature
119073,Historical
119073,Fiction
119073,Cultural
119073,Literature
119073,Novels
119073,Italy
119073,Mystery
119073,Crime
10365,Realistic Fiction
10365,Read For School
10365,Historical Fiction
10365,Classics
10365,Middle Grade
10365,Fiction
10365,Historical
10365,Academic
10365,Young Adult
10365,Animals
10365,School
10365,Childrens
15881,Adventure
15881,Fantasy
15881,Magic
15881,Classics
15881,Middle Grade
15881,Fiction
15881,Audiobook
15881,Young Adult
15881,Childrens
15881,Science Fiction Fantasy
22034,Thriller
22034,Drama
22034,American
22034,Historical Fiction
22034,Classics
22034,Fiction
22034,Historical
22034,Novels
22034,Literature
22034,Mystery
22034,Crime
12296,American
12296,Read For School
12296,Historical Fiction
12296,Classics
12296,Academic
12296,Historical
12296,Fiction
12296,Literature
12296,High School
12296,Classic Literature
12296,Young Adult
12296,School
168642,Thriller
168642,Biography
168642,American
168642,True Crime
168642,Classics
168642,History
168642,Nonfiction
168642,Literature
168642,Mystery
168642,Crime
36236124,Thriller
36236124,American
36236124,Classics
36236124,Adult
36236124,Fiction
36236124,Novels
36236124,Literature
36236124,Mystery
36236124,Adult Fiction
36236124,Contemporary
3431,Adult Fiction
3431,Fantasy
3431,Classics
3431,Adult
3431,Fiction
3431,Novels
3431,Spirituality
3431,Inspirational
3431,Philosophy
3431,Contemporary
6339664,Romance
6339664,Fantasy
6339664,Paranormal
6339664,Supernatural
6339664,Paranormal Romance
6339664,Fiction
6339664,Urban Fantasy
6339664,Young Adult
6339664,Angels
6339664,Young Adult Fantasy
233093,Poetry
233093,Fantasy
233093,Classics
233093,Kids
233093,Fiction
233093,Animals
233093,Picture Books
233093,Humor
233093,Cats
233093,Childrens
7126,Adventure
7126,Romance
7126,Historical Fiction
7126,Classics
7126,Cultural
7126,Historical
7126,Fiction
7126,Literature
7126,Classic Literature
7126,Novels
7126,France
30165203,Fantasy
30165203,Audiobook
30165203,Urban Fantasy
30165203,Mythology
30165203,Fiction
30165203,Science Fiction
30165203,Adult
30165203,Novels
30165203,Contemporary
30165203,Science Fiction Fantasy
343,Thriller
343,Historical Fiction
343,Classics
343,European Literature
343,Horror
343,Historical
343,Fiction
343,Novels
343,Mystery
343,Crime
343,German Literature
256008,Westerns
256008,Adventure
256008,American
256008,Historical Fiction
256008,Classics
256008,Audiobook
256008,Historical
256008,Fiction
256008,Novels
256008,Literature
38709,Adventure
38709,Realistic Fiction
38709,Classics
38709,Middle Grade
38709,Fiction
38709,Academic
38709,Young Adult
38709,Mystery
38709,School
38709,Childrens
38709,Contemporary
100915,Adventure
100915,Fantasy
100915,Magic
100915,Christian
100915,Classics
100915,Middle Grade
100915,Fiction
100915,Christian Fiction
100915,Young Adult
100915,Childrens
472331,Graphic Novels Comics
472331,Dystopia
472331,Fantasy
472331,Comic Book
472331,Classics
472331,Fiction
472331,Sequential Art
472331,Science Fiction
472331,Superheroes
472331,Comics
472331,Graphic Novels
4556058,Adventure
4556058,Greek Mythology
4556058,Fantasy
4556058,Magic
4556058,Middle Grade
4556058,Fiction
4556058,Mythology
4556058,Urban Fantasy
4556058,Young Adult
4556058,Childrens
830502,Thriller
830502,Fantasy
830502,Paranormal
830502,Classics
830502,Audiobook
830502,Fiction
830502,Horror
830502,Adult
830502,Novels
830502,Mystery
114345,Juvenile
114345,Historical Fiction
114345,Classics
114345,Kids
114345,Middle Grade
114345,Fiction
114345,Historical
114345,Literature
114345,Young Adult
114345,Childrens
6656,Poetry
6656,Fantasy
6656,Cultural
6656,Classics
6656,Italian Literature
6656,European Literature
6656,Fiction
6656,Literature
6656,Classic Literature
6656,Religion
6656,Italy
6656,Philosophy
34268,Adventure
34268,Fantasy
34268,Fairy Tales
34268,Classics
34268,Audiobook
34268,Fiction
34268,Middle Grade
34268,Literature
34268,Young Adult
34268,Childrens
355697,World War I
355697,Historical Fiction
355697,Classics
355697,European Literature
355697,Historical
355697,Fiction
355697,Academic
355697,Literature
355697,Novels
355697,War
355697,School
355697,German Literature
5907,Adventure
5907,Fantasy
5907,Classics
5907,Epic Fantasy
5907,Fiction
5907,High Fantasy
5907,Novels
5907,Young Adult
5907,Childrens
5907,Science Fiction Fantasy
1423,Plays
1423,Drama
1423,Poetry
1423,Classics
1423,Adult
1423,Fiction
1423,Literature
1423,Comedy
1423,Humor
1423,Theatre
9712,Romance
9712,Magical Realism
9712,Historical Fiction
9712,Classics
9712,European Literature
9712,Historical
9712,Fiction
9712,Literature
9712,Novels
9712,Literary Fiction
9712,Spanish Literature
2802316,Romance
2802316,Vampires
2802316,Fantasy
2802316,Paranormal
2802316,Magic
2802316,Supernatural
2802316,Urban Fantasy
2802316,Paranormal Romance
2802316,Fiction
2802316,Young Adult
11735983,Adventure
11735983,Romance
11735983,Teen
11735983,Dystopia
11735983,Fantasy
11735983,Apocalyptic
11735983,Fiction
11735983,Science Fiction
11735983,Young Adult
11735983,Post Apocalyptic
11735983,Action
3412,Romance
3412,Drama
3412,Historical Fiction
3412,Classics
3412,Cultural
3412,Adult
3412,Historical
3412,Fiction
3412,Novels
3412,Australia
3412,Historical Romance
35545737,Chick Lit
35545737,Romance
35545737,Drama
35545737,Womens Fiction
35545737,Fiction
35545737,Adult
35545737,Contemporary Romance
35545737,Love
35545737,Young Adult
35545737,Adult Fiction
35545737,Contemporary
113946,Holiday
113946,Poetry
113946,Christmas
113946,Fantasy
113946,Classics
113946,Kids
113946,Fiction
113946,Picture Books
113946,Humor
113946,Childrens
